Time,Type of Transaction,Age,Fraud
8,Online,28.4,0
21,Online,39.4,0
13,POS,42.5,1
21,ATM,53.9,0
20,Online,29.8,0
12,ATM,53.6,0
22,Online,48.3,0
17,POS,46.9,0
14,Online,39.5,0
15,ATM,46.4,0
15,POS,44.7,0
18,Online,50.1,0
8,Online,45.3,0
6,POS,43.5,1
9,Online,24,0
14,ATM,40.6,0
10,POS,61.3,0
7,POS,47.4,0
22,POS,49.1,0
7,ATM,53.2,0
19,POS,55.3,0
22,ATM,34.8,0
10,ATM,50.6,0
18,Online,50.4,0
19,POS,46.7,0
7,Online,42.6,0
21,Online,45.5,0
12,POS,24.7,0
10,Online,27.1,0
19,POS,48.5,0
23,POS,39.3,0
10,ATM,75.7,0
2,POS,43.4,1
20,POS,45.3,0
18,POS,45.9,0
13,ATM,47.6,0
20,ATM,50.5,0
11,ATM,54.6,0
22,Online,51.8,1
20,ATM,58.8,1
7,ATM,32.4,0
11,ATM,35.9,0
16,ATM,59.7,0
11,ATM,57.9,0
23,Online,47.6,0
11,POS,54.6,0
12,ATM,43.2,0
22,Online,33.7,0
21,ATM,34.6,0
13,POS,29.7,1
9,POS,69.5,0
7,ATM,56.1,0
16,Online,51.5,0
19,Online,36.2,0
23,Online,45.1,0
7,ATM,29.3,0
13,Online,43.5,0
16,POS,49.5,0
14,POS,41.5,0
13,Online,42.4,0
10,ATM,38,0
6,POS,40.9,1
13,ATM,45.1,0
22,Online,45.2,0
22,POS,36,0
18,POS,43.2,0
20,POS,52.9,0
20,ATM,49.9,0
19,POS,50.2,0
15,POS,65.4,0
11,ATM,39.3,0
7,POS,60.9,0
22,Online,38.2,0
12,Online,64,0
21,ATM,45,0
16,Online,30.5,0
19,POS,31.8,0
17,Online,59.9,0
17,ATM,53.2,0
22,POS,41.5,0
18,POS,38.2,0
11,POS,37.8,1
9,ATM,56.4,0
12,ATM,48.9,0
10,Online,42.4,0
23,POS,45.7,0
11,Online,36.2,0
23,ATM,17.6,0
7,ATM,44.5,0
7,ATM,48,0
20,Online,44.1,1
16,Online,49,0
16,POS,39.5,0
16,ATM,53,0
23,Online,50.3,0
0,POS,52.7,1
8,POS,48.6,0
9,ATM,59.9,0
23,Online,52.7,0
12,ATM,42.7,0
17,Online,38.5,0
18,Online,39.3,0
14,Online,38.1,0
16,POS,54.1,0
9,POS,37.2,0
13,Online,41.7,0
17,ATM,54.3,0
8,POS,31,0
16,ATM,48.1,0
15,ATM,49.9,0
14,ATM,50,0
16,Online,42.5,0
15,Online,47.5,0
21,POS,59.4,0
13,Online,33.7,0
21,ATM,47,0
13,ATM,46.4,0
6,POS,40,1
16,Online,35.5,0
19,ATM,42.9,0
19,POS,52.5,0
14,POS,38.7,0
8,Online,56,0
9,POS,46.3,0
16,POS,48.8,0
11,Online,46.9,0
16,Online,26,0
12,Online,52.9,0
14,ATM,46.7,0
10,ATM,52.2,0
19,ATM,56.8,0
11,Online,51.7,0
22,ATM,55.1,0
12,ATM,59,0
14,ATM,57.1,0
8,ATM,45.4,0
12,Online,48.8,0
18,Online,26.1,0
16,Online,32.7,0
22,POS,40.3,0
5,Online,61,1
13,POS,50.8,0
20,POS,41.5,0
19,Online,49.5,0
22,ATM,35.4,0
23,ATM,26.5,0
19,ATM,36.7,0
16,ATM,37.1,0
7,ATM,27,0
12,Online,57,0
10,Online,38,0
15,ATM,48.9,0
9,Online,42.5,0
8,POS,41.9,0
22,ATM,24.2,0
9,Online,33.9,0
16,ATM,48.2,0
19,ATM,56.8,0
19,ATM,54.4,1
7,POS,45.6,0
20,ATM,42.3,0
0,Online,50.7,1
10,Online,52.4,0
10,Online,51.3,0
17,Online,49.5,0
11,ATM,34.6,0
20,ATM,44.6,0
19,Online,52.1,0
20,POS,49.6,0
9,Online,49.5,0
21,ATM,32.5,0
16,Online,51.8,0
0,Online,35.3,1
7,ATM,48.6,0
15,POS,45.3,0
15,Online,46.5,0
20,POS,31.2,0
16,ATM,50,0
16,ATM,44.3,0
10,ATM,59.7,0
22,POS,42,0
11,Online,45.7,0
9,POS,41.9,0
14,Online,46.7,0
14,ATM,43.7,0
15,Online,53.6,0
11,ATM,34.3,0
22,Online,34.1,0
7,Online,39,0
13,Online,65.8,0
14,ATM,28,0
20,POS,38.6,0
21,Online,53.9,0
7,POS,26.3,0
14,Online,53.2,0
20,Online,33.9,0
16,ATM,42.2,0
8,ATM,45.8,0
5,Online,44,1
21,Online,41.3,0
17,Online,37.9,0
20,Online,55.3,0
22,ATM,37.5,0
11,Online,33.2,0
2,POS,39.4,1
16,ATM,50,0
13,POS,43,0
18,ATM,37.2,0
22,ATM,51.9,0
7,POS,63.4,0
21,Online,51.1,0
15,POS,31.5,0
22,POS,55.3,0
23,POS,45.3,0
11,POS,50.8,0
10,Online,46.6,0
9,Online,62.9,0
13,Online,47.9,0
19,Online,52.5,0
8,POS,56.8,0
18,Online,30.1,0
10,ATM,56.3,0
11,POS,61.9,1
13,ATM,42.1,0
16,Online,23.6,0
15,ATM,67.1,0
10,Online,31.2,0
6,Online,53.1,1
9,Online,52.6,0
17,Online,45,0
3,Online,41.6,1
9,ATM,54,0
11,ATM,66,0
23,POS,55.6,0
12,Online,39.6,0
14,POS,33.9,0
12,ATM,30,0
12,Online,60.4,0
11,Online,58.3,0
23,Online,36.1,0
18,Online,34,0
10,Online,46.1,0
12,ATM,51.4,0
12,Online,34.7,0
20,POS,43.8,0
16,POS,29,0
23,Online,39.7,0
21,ATM,59.6,0
22,Online,50.2,1
7,ATM,42,0
9,POS,42.2,0
11,ATM,29.2,0
13,POS,39.4,0
10,POS,54.4,0
14,ATM,59.5,0
11,ATM,42.3,0
2,POS,41.7,1
19,ATM,37,0
20,ATM,45.3,0
12,ATM,69.1,0
13,ATM,51.2,1
19,POS,35.1,0
18,POS,37.8,0
20,Online,39.6,0
20,Online,44.6,0
11,Online,43.7,0
10,POS,59.9,0
9,Online,35.3,0
21,Online,40.9,0
12,Online,41.7,0
11,Online,43.9,0
9,ATM,56.5,0
23,ATM,69.1,0
7,POS,48.9,0
19,ATM,55.3,0
17,ATM,44.4,0
14,ATM,25.3,0
23,Online,40,0
15,ATM,55.4,0
7,ATM,39.4,0
18,Online,38.1,0
7,POS,38.6,0
7,ATM,39.2,0
15,POS,44.7,0
23,POS,46.7,0
15,ATM,49.5,0
9,Online,33.4,0
13,POS,64.6,0
21,ATM,39.5,0
9,ATM,68.1,0
19,POS,40.2,0
9,Online,38.2,0
9,POS,32.5,0
11,POS,46.9,0
13,Online,38.9,0
14,ATM,41.5,0
9,POS,56.5,0
15,ATM,30,0
15,ATM,54.4,0
23,Online,52.3,0
17,Online,52.2,0
12,ATM,52.7,0
16,Online,42.4,0
23,POS,35.6,0
14,Online,51.2,0
19,Online,53.5,0
16,POS,40.1,0
17,Online,52.9,0
17,POS,54.4,0
17,Online,57.8,0
10,ATM,47.7,0
20,ATM,34.3,0
17,Online,34.8,0
17,POS,30.6,0
10,POS,54.4,0
13,POS,48.3,0
21,ATM,52.1,0
12,Online,50.9,0
22,Online,41.8,0
17,POS,57.5,0
11,ATM,47.9,0
15,ATM,46.2,0
11,Online,53.9,0
11,POS,58.4,0
14,ATM,50.1,0
0,ATM,57.7,1
22,ATM,50.7,0
16,Online,44.8,0
0,POS,63.9,1
16,Online,24.6,0
18,ATM,44.9,0
19,Online,53.8,0
14,ATM,48.4,0
10,ATM,53.9,0
4,POS,53.6,1
16,POS,28.1,0
0,Online,54.4,1
7,ATM,43,0
9,POS,41,0
15,POS,50.1,0
7,Online,19.2,0
10,Online,53.5,0
11,POS,51.5,0
17,ATM,43.7,0
12,Online,48.9,0
22,POS,49.1,0
15,ATM,35.5,0
10,Online,34,0
15,Online,49.1,0
11,ATM,48.1,0
15,Online,28.7,0
5,Online,39,1
21,POS,48.5,0
19,POS,53.1,0
16,POS,67.6,0
8,ATM,61.2,0
9,ATM,46,0
23,Online,51.9,0
19,ATM,40.3,0
10,Online,53.8,0
21,ATM,56.2,0
16,POS,54.2,0
22,Online,66.7,0
22,ATM,58.6,0
19,ATM,53.6,1
14,POS,53.5,0
19,Online,46,0
23,ATM,38.2,0
2,POS,44.6,1
22,POS,48.8,0
12,Online,48.4,1
13,POS,40,0
12,Online,35.6,0
0,POS,56.5,1
11,POS,49.1,0
15,POS,36.7,0
18,POS,56.7,0
14,POS,35.1,0
7,Online,55.9,0
13,ATM,56,0
7,Online,35.5,0
7,Online,40.2,0
7,Online,40.6,0
19,Online,48.2,0
18,POS,43.1,0
19,Online,36.3,0
22,Online,47.7,0
6,POS,25.7,1
7,ATM,49.1,0
4,ATM,40.8,1
17,ATM,38.7,0
23,ATM,44.4,1
21,Online,31.7,0
8,Online,50.7,0
7,POS,34.9,0
18,POS,44,0
23,ATM,48.7,0
21,POS,43.2,0
20,Online,45.6,0
10,POS,44.3,0
7,POS,48.1,0
12,Online,36,0
16,POS,47.7,0
19,Online,39.9,0
21,ATM,53.7,0
13,ATM,43.5,0
16,Online,49,0
13,Online,40,0
17,Online,60.5,0
7,ATM,53.1,0
22,ATM,61.2,0
22,ATM,46.7,0
8,POS,52.2,1
20,POS,41.4,0
7,POS,48.5,0
8,POS,26,0
23,Online,34.2,0
17,Online,44,0
14,Online,37.4,0
15,Online,45.3,0
8,ATM,38.6,0
11,ATM,55.2,0
20,ATM,32.8,0
23,ATM,34.5,0
22,ATM,47.3,0
20,Online,53.2,0
11,Online,38.1,0
7,Online,56.2,1
8,ATM,48.8,0
9,ATM,56.2,0
19,ATM,37.8,0
12,Online,38.9,1
23,Online,53.3,1
8,ATM,49.6,0
18,POS,27.2,0
9,Online,42.4,0
18,Online,45.2,0
15,POS,59.8,0
10,POS,43,0
7,Online,42.8,0
9,POS,47,0
10,Online,43.1,0
21,POS,44.7,0
23,POS,59.7,0
15,Online,41.2,0
20,ATM,40.9,0
10,POS,45.7,0
19,Online,60.1,0
13,Online,41.3,0
19,ATM,37.5,0
16,ATM,39.4,0
21,POS,44.5,0
11,POS,48.4,0
15,Online,54.3,0
7,ATM,53.9,0
9,ATM,53.5,0
12,ATM,66.9,0
22,ATM,32.2,0
22,ATM,44.6,0
11,Online,46.6,0
16,ATM,46.2,0
7,Online,33,0
23,POS,34.3,0
13,Online,43.2,0
20,ATM,48.6,0
22,Online,25,0
2,POS,48.2,1
10,ATM,33.9,0
13,Online,53,0
9,ATM,62.3,0
15,POS,43.4,0
20,ATM,49.9,0
11,ATM,35.6,0
21,ATM,26.5,0
19,POS,37.5,0
18,Online,50,0
8,Online,38.7,0
11,ATM,31.1,0
12,ATM,55.3,0
18,Online,42.2,0
23,ATM,31.8,0
19,ATM,34.2,0
17,ATM,37.8,0
17,Online,50,0
21,ATM,59.1,0
15,Online,49.7,0
7,ATM,48.5,0
22,Online,27.4,0
7,ATM,49.1,0
10,ATM,50.7,0
19,POS,50,0
16,POS,45.3,0
16,POS,46.5,0
18,Online,37.5,1
12,Online,36,0
11,Online,48.5,0
6,POS,69.8,1
15,POS,47.7,0
15,Online,48.7,0
1,ATM,45,1
16,Online,40,0
23,POS,50.1,0
17,POS,42.5,0
16,POS,42.2,0
14,ATM,31.8,0
9,POS,43.9,0
10,POS,38.6,0
14,Online,59,0
22,Online,39.9,0
16,Online,59.6,0
7,Online,40.1,0
15,ATM,42.3,0
12,ATM,26,0
17,POS,47.1,1
8,POS,40.2,0
12,POS,23.4,0
7,ATM,55.9,0
10,ATM,27.1,0
17,Online,48.7,0
20,POS,45.3,0
19,ATM,55.4,0
11,ATM,33.6,0
20,ATM,63.9,0
22,POS,58,0
8,Online,41.2,0
11,ATM,44.9,0
9,POS,53.3,0
22,Online,33.2,0
13,Online,43.6,0
7,Online,47.3,0
13,Online,52.5,0
10,POS,40.9,0
14,Online,48.7,0
18,POS,56.5,0
8,Online,42.6,0
7,ATM,46.4,0
8,ATM,54.1,0
12,ATM,33.8,0
10,POS,46.7,0
17,ATM,45.7,0
22,Online,33.6,0
11,Online,41.3,0
21,POS,43.7,0
13,ATM,43.7,0
14,POS,72.6,0
20,POS,32.1,0
23,ATM,48,0
9,ATM,30.6,0
19,Online,37.1,0
13,ATM,52.4,0
7,POS,53.1,0
22,Online,51,0
19,Online,29.2,0
8,POS,55.3,0
14,Online,44.3,0
0,ATM,51.6,1
15,Online,57.2,0
21,Online,38.5,0
16,Online,42.7,0
13,Online,48.2,0
10,POS,62.1,0
13,Online,57.3,0
10,Online,32.2,0
11,ATM,53.6,0
23,ATM,30.7,0
13,ATM,47.8,0
18,POS,31,0
9,ATM,44.1,0
7,Online,53.4,0
22,ATM,36.6,0
16,Online,45.9,0
18,Online,53.4,0
9,ATM,48.1,0
9,Online,56.7,0
9,ATM,23.2,0
23,Online,61.6,0
7,ATM,46.9,0
11,Online,37.3,0
23,ATM,48.5,0
20,Online,38.6,0
7,ATM,22.6,0
15,ATM,27.6,0
7,Online,47.2,0
13,ATM,43.3,0
21,ATM,42,1
12,Online,39.4,0
13,POS,50.5,0
17,Online,62.4,0
23,POS,47,0
15,ATM,45.6,0
21,Online,50.2,0
15,ATM,40.6,0
18,POS,34.1,1
21,Online,42.5,0
22,POS,60.9,0
15,POS,52.5,0
19,Online,35.7,0
20,Online,35.6,0
19,ATM,29.8,0
12,ATM,22.5,0
11,POS,46.3,0
3,Online,68.3,1
21,Online,48.8,0
20,POS,55.3,0
4,POS,41.8,1
9,ATM,59.7,0
11,ATM,35.8,0
23,POS,40,0
21,POS,47.4,0
18,POS,46.8,0
17,POS,61.7,0
9,POS,40.3,0
15,POS,42.9,0
8,Online,58.9,0
10,ATM,54.8,0
19,ATM,33.7,0
10,POS,51.8,0
9,POS,31.1,0
21,Online,46.8,0
16,POS,61.5,0
14,Online,30.9,0
3,ATM,42.9,1
15,ATM,49.1,0
14,ATM,46.3,0
10,ATM,46.7,0
16,ATM,39.7,0
11,Online,37.8,0
22,Online,47.4,0
19,POS,57.7,0
13,ATM,35.9,0
16,ATM,42.6,0
11,ATM,24,0
12,POS,46.2,0
12,ATM,30.5,0
17,Online,44.9,0
23,POS,30.2,0
15,POS,52.6,0
7,ATM,48.1,0
10,POS,36.4,0
7,ATM,35,0
21,ATM,57.7,0
9,Online,47.1,0
11,ATM,54,0
22,Online,53.5,0
16,Online,48.2,0
13,ATM,50.3,0
15,POS,51.1,0
14,ATM,48.4,0
8,ATM,57.4,0
15,Online,45.8,0
19,Online,45.1,0
21,ATM,40.7,0
10,POS,50.7,0
8,POS,44.6,0
20,Online,48.9,0
17,POS,44.4,0
14,POS,55.4,0
22,ATM,58.1,0
11,POS,32.9,0
18,POS,55.7,0
18,Online,41.1,0
17,ATM,40,0
7,Online,38.3,0
18,POS,17,0
12,ATM,64.7,0
20,POS,46.6,0
18,ATM,39.5,0
12,ATM,47.7,0
9,POS,43.2,0
15,ATM,57.3,0
13,POS,40.6,0
10,ATM,29,0
12,ATM,48.4,0
14,Online,59.2,0
19,POS,45,0
22,Online,37.2,1
10,Online,53.1,0
17,Online,55,0
18,Online,54.7,0
17,ATM,47.8,0
21,Online,42,0
9,Online,44.3,0
20,Online,45.1,0
8,Online,39.3,0
9,POS,58.5,0
15,ATM,47.3,0
9,POS,55.6,0
12,ATM,57,0
23,Online,43.7,0
8,Online,42.2,0
13,ATM,41.4,0
18,ATM,56.5,0
21,ATM,37,1
14,POS,39.8,0
17,POS,66.2,0
10,ATM,49.6,0
5,POS,43,1
22,Online,69.8,0
2,POS,31.4,1
14,POS,48.5,0
10,Online,30.3,0
15,ATM,51.9,0
9,Online,51,0
11,ATM,60.1,0
12,POS,54.3,0
17,POS,36.2,0
22,ATM,41.9,0
9,Online,34.7,0
18,Online,39.2,0
21,POS,36.1,0
14,Online,57.3,0
18,Online,32.4,0
22,POS,44.6,0
14,POS,30.6,0
17,ATM,27.8,0
19,Online,43.2,0
9,Online,53,0
13,Online,54.4,0
17,POS,59.8,0
23,ATM,49.2,0
21,Online,44.7,0
2,Online,37.2,1
21,Online,54.3,0
14,POS,38.1,0
16,POS,58.6,0
8,Online,36.9,0
20,POS,37.3,0
7,ATM,44.4,0
23,ATM,61.5,0
17,POS,27.9,0
14,Online,54.6,0
23,ATM,55.1,0
22,Online,53.9,0
19,Online,39.4,0
11,ATM,31.7,0
18,POS,52.3,0
14,POS,56.3,0
2,POS,41.6,1
6,Online,31.9,1
9,POS,42,0
11,Online,41.9,0
17,Online,58.1,0
23,ATM,39.6,0
23,ATM,47.1,0
10,POS,32.3,0
19,ATM,58.6,0
21,ATM,35.5,0
9,Online,48.9,0
9,ATM,55.7,0
19,ATM,40.4,0
12,Online,65.1,0
14,ATM,48.8,0
17,POS,47.3,0
16,POS,25.5,0
8,Online,49.6,0
21,ATM,41.4,0
21,ATM,47.8,0
16,ATM,58.3,0
19,Online,42.3,0
19,POS,54.4,0
22,POS,61.3,0
21,ATM,34.8,0
11,Online,33.5,0
9,POS,44.4,0
16,ATM,48.1,0
13,Online,42.4,0
9,ATM,52,0
14,Online,41,0
23,ATM,32.6,0
14,Online,45.8,0
13,ATM,56,0
16,POS,48.8,0
8,Online,42.8,0
17,Online,49.1,0
11,Online,48.3,0
15,POS,53,0
10,Online,43.9,0
9,POS,40.4,0
16,ATM,49.5,0
11,Online,50.9,1
18,ATM,44,0
20,POS,47.7,0
10,POS,30.7,0
7,POS,41.5,0
13,Online,28.8,1
14,Online,43.9,0
21,Online,41.2,0
20,Online,43.5,0
8,Online,27.8,0
21,POS,46.3,0
11,Online,39.7,0
15,ATM,44.4,0
17,POS,35.2,0
8,POS,44.5,0
13,Online,49.2,0
10,Online,45.9,0
11,ATM,55.7,0
15,ATM,55.3,0
8,Online,56.3,0
11,POS,64.1,0
4,POS,63.8,1
17,POS,44.7,0
10,ATM,53.9,0
10,POS,39.7,0
16,ATM,43.2,0
9,ATM,54,0
14,POS,54.7,0
8,Online,33.9,0
12,ATM,46.9,0
13,Online,52.7,0
15,POS,24.8,0
7,Online,33.2,1
15,POS,38.4,0
18,ATM,45.8,0
18,POS,41.7,0
9,POS,55.4,0
16,ATM,45.7,0
11,Online,46,0
5,Online,41.7,1
14,POS,52.7,0
20,ATM,43,0
22,POS,41,0
21,POS,44.9,0
23,POS,28.2,0
10,Online,40,0
10,ATM,42.9,0
23,ATM,54,0
23,ATM,55.4,0
14,POS,55.8,0
16,Online,32,0
18,Online,41.5,0
8,POS,38.2,0
21,Online,32.3,0
12,ATM,46.7,0
18,POS,47.9,0
14,ATM,39,0
9,POS,28,0
15,ATM,49.3,0
11,Online,41.9,0
21,Online,48.9,0
7,ATM,45.9,0
10,Online,32.2,0
21,ATM,36.1,0
7,POS,26.1,0
14,Online,53.8,0
13,ATM,43.9,0
21,Online,47.7,0
8,Online,49.9,0
20,ATM,41.2,0
19,Online,38.6,0
7,POS,37,0
5,Online,37.1,1
11,POS,40.2,0
18,ATM,53.5,0
12,ATM,43.7,0
13,Online,24.2,0
12,POS,38.6,0
22,ATM,40.7,0
18,Online,30.3,1
23,ATM,48.1,0
19,ATM,39.9,0
23,Online,62.9,0
12,POS,43.3,0
7,POS,62,0
16,Online,56.1,1
14,Online,37.3,0
15,POS,35.5,0
16,ATM,32.3,0
16,POS,39.4,0
23,Online,44.2,0
22,POS,43.5,0
7,POS,34.1,0
11,Online,33.5,0
22,ATM,43.7,0
20,ATM,51.7,0
21,POS,24.6,0
3,Online,33.7,1
11,ATM,57.4,0
19,Online,31.9,0
20,Online,43,0
22,Online,55.1,1
12,Online,36.1,0
17,ATM,53.3,0
15,POS,26.4,0
21,ATM,33.4,0
11,Online,50,0
7,POS,61.6,0
14,POS,48.8,0
8,Online,50.3,0
22,Online,54.1,0
22,POS,48.1,0
14,POS,40.2,0
21,POS,48.8,0
23,ATM,45.9,0
22,POS,50.4,0
21,Online,46.8,0
14,Online,51.7,1
11,POS,45.5,0
11,Online,45.1,0
14,ATM,50.7,0
8,POS,38.5,1
11,POS,32.6,0
13,POS,68.1,0
19,POS,40.3,0
18,POS,39.3,0
17,Online,44.3,0
9,ATM,46,0
12,Online,36.2,0
18,Online,56.8,0
10,Online,49.7,0
8,ATM,35.5,0
14,ATM,54.2,0
15,Online,40,0
15,Online,46.6,0
21,POS,43.6,0
12,POS,34.2,0
16,POS,47,0
7,POS,55.3,0
20,Online,48.7,0
13,POS,35.5,0
18,POS,39.8,0
13,Online,37.1,0
18,POS,44,0
17,Online,44.5,0
16,Online,30.8,0
16,ATM,26.9,0
8,Online,43.2,0
9,POS,34.5,0
11,POS,42.6,0
8,Online,49,0
14,ATM,36,0
9,ATM,43,0
10,POS,42.2,0
19,ATM,62,0
21,POS,44.7,0
18,POS,39.2,0
16,ATM,41,0
11,Online,45.4,0
19,Online,44.8,0
11,POS,48.4,0
10,ATM,59.6,0
18,ATM,54.7,0
19,ATM,63.7,0
14,Online,37.3,0
12,POS,45.2,0
13,Online,55.6,0
22,ATM,51.4,0
21,POS,48.9,0
20,POS,40.5,0
22,ATM,32.4,0
17,POS,38,0
18,Online,36.1,0
20,ATM,42.9,0
16,POS,53.4,0
11,POS,28.9,0
17,Online,41.8,0
23,Online,44.8,0
10,POS,57,0
8,Online,34,0
17,POS,32.8,0
18,POS,36.6,0
21,ATM,36.6,0
8,ATM,49.7,0
22,POS,40,0
8,ATM,60.8,0
6,Online,48.1,1
7,Online,55.4,0
19,ATM,50.4,0
14,ATM,51,0
12,POS,28.9,0
16,POS,41.3,0
22,Online,26.8,0
18,ATM,47,0
12,ATM,52.5,0
23,ATM,35.2,0
20,Online,31.2,0
14,ATM,57,1
16,Online,37.4,0
23,ATM,40.1,0
13,Online,53.7,0
15,POS,48.5,0
13,POS,37.7,1
19,Online,44.4,0
16,Online,43.6,0
19,ATM,39.6,0
16,POS,40.7,0
15,ATM,39.4,0
19,Online,39.5,0
10,POS,44,0
15,POS,43.6,0
13,POS,41.4,0
2,Online,44.1,1
7,POS,60,0
18,ATM,35.7,0
11,POS,34.7,0
19,Online,58.6,0
16,ATM,26.3,0
20,ATM,49.4,0
13,POS,34.5,0
9,ATM,43.4,0
17,POS,37.9,0
18,ATM,53,0
14,POS,49.5,0
12,POS,41.4,0
13,POS,53.9,0
21,Online,36.5,0
8,Online,49.4,0
21,ATM,45.6,0
10,Online,37.3,0
9,Online,45.3,0
20,Online,35,0
19,POS,41.6,0
8,Online,34.6,0
10,POS,40.7,0
12,POS,36.9,0
11,ATM,59.3,0
7,POS,24.3,0
11,POS,43.3,0
16,ATM,48.7,0
19,ATM,49.9,0
15,Online,40.4,0
23,ATM,54.1,0
17,POS,39.1,0
23,POS,42.8,0
7,POS,21,0
12,ATM,30.8,0
14,Online,63.2,0
13,Online,44.9,0
14,ATM,52.4,0
17,POS,47.6,0
12,Online,47.6,0
15,ATM,58.9,0
16,Online,45,0
15,POS,53,0
23,ATM,46.4,0
16,Online,47.2,0
6,Online,57,1
17,POS,48.4,0
8,ATM,33.8,0
10,POS,61.1,0
14,ATM,66.2,0
16,ATM,49.9,0
15,Online,28.8,0
20,POS,41.3,0
16,ATM,45,0
19,ATM,59,0
17,POS,59.3,0
17,POS,46,0
22,Online,51.5,0
2,ATM,58,1
10,Online,57.8,0
19,ATM,46.7,0
7,Online,57.5,0
12,Online,63.7,0
17,Online,58.6,0
10,ATM,44.8,0
13,ATM,47,0
21,POS,39.4,0
23,POS,29,0
21,Online,28.8,0
22,ATM,42.1,0
23,POS,32.7,0
16,ATM,41.4,0
20,ATM,56.4,0
12,POS,43.3,0
20,ATM,23.9,0
22,ATM,66.2,0
18,POS,30.6,0
14,Online,55.1,0
11,POS,69.4,0
20,Online,32,0
12,Online,24.9,0
21,POS,54.1,0
9,Online,42.3,0
10,Online,54.2,0
18,Online,49.5,0
16,Online,41.1,0
17,Online,49.9,0
22,POS,42.6,0
13,Online,40.9,0
19,ATM,41.3,0
23,ATM,46.8,0
18,ATM,52.3,0
7,ATM,44.8,0
18,ATM,39.1,0
22,POS,55.7,0
16,POS,25.6,0
23,POS,44.8,0
7,POS,36.9,0
11,Online,34.2,0
12,Online,60.3,0
22,ATM,48.4,0
22,Online,47.6,0
20,POS,43.4,0
20,Online,52.9,0
17,POS,58.9,0
19,ATM,38.4,0
9,Online,51.1,0
7,Online,39.9,0
16,ATM,55.8,1
21,Online,61.1,0
7,POS,45.6,0
7,ATM,29.5,0
19,ATM,40.5,0
21,POS,41.3,0
18,ATM,54.1,0
11,POS,39.7,0
15,POS,59.7,0
23,Online,26.7,0
10,ATM,37.3,0
9,POS,47,0
21,ATM,46.5,0
21,Online,41.9,0
11,Online,43.3,0
20,ATM,58.2,0
15,Online,47.2,0
22,POS,24.8,0
11,ATM,50.3,0
13,Online,32.7,0
14,Online,54.9,0
7,ATM,39.9,0
11,Online,57.3,0
19,ATM,56.2,0
9,POS,43,0
11,POS,60,0
12,POS,26.9,0
18,POS,56.7,0
10,POS,36.7,1
8,ATM,48.2,0
1,POS,60.1,1
8,POS,47.2,0
23,Online,41.2,0
10,ATM,39.7,0
10,Online,53.3,0
16,POS,50.3,0
18,POS,53.4,0
22,Online,46.8,0
8,ATM,37.3,0
13,Online,47.7,0
11,ATM,69.2,1
13,POS,52.8,0
21,POS,57.5,0
17,POS,26.3,0
19,POS,45,1
23,Online,48.2,0
19,Online,31.9,0
11,POS,62.7,0
8,ATM,37.4,0
10,POS,51,0
14,Online,45.2,0
12,ATM,26.8,0
12,ATM,36.3,0
19,ATM,38.9,0
3,POS,62.4,1
22,ATM,39.9,0
13,POS,49.7,1
8,ATM,33.6,0
20,POS,32.7,0
7,ATM,44.9,0
22,ATM,45.4,0
13,Online,56.1,0
11,Online,27.9,0
15,Online,39,0
7,POS,52.8,0
16,POS,34.8,0
22,POS,46,0
7,POS,56.5,0
9,ATM,42.7,0
12,POS,42,0
19,Online,55.3,0
23,POS,47.9,0
15,Online,28.5,0
7,ATM,39.8,0
13,POS,43.9,0
0,POS,43.6,1
14,Online,28.4,0
15,POS,38,0
12,Online,48.4,0
14,ATM,39.4,0
11,POS,44.1,0
8,ATM,25.7,1
23,POS,43.4,0
15,ATM,35.7,1
9,POS,47.1,0
13,ATM,51.5,0
13,Online,72.9,0
17,Online,63.4,0
11,POS,60,0
8,ATM,54.3,0
23,ATM,46.2,0
13,ATM,40.1,0
7,POS,32.6,0
8,Online,39.1,0
22,Online,48.6,0
15,ATM,74.8,0
16,Online,58.8,0
17,POS,36.7,0
19,ATM,22.8,0
16,ATM,50.7,0
10,Online,34.5,0
7,POS,33.5,0
5,POS,50,1
23,POS,51.9,0
19,Online,39.5,0
15,ATM,31.6,0
8,POS,40.2,0
11,POS,50.6,0
16,Online,45.6,0
17,POS,52.3,0
9,ATM,44,0
19,ATM,23.3,0
21,POS,64.3,0
20,Online,43,0
21,POS,33.1,0
20,POS,41.7,0
11,POS,32.5,0
19,Online,43.2,0
9,ATM,52.1,0
7,POS,48.9,0
16,ATM,61.3,0
16,ATM,34.8,0
14,Online,49.2,0
8,POS,59.1,0
12,ATM,50.2,0
20,ATM,40.3,0
23,ATM,52.1,0
11,POS,59.3,0
9,ATM,53,0
15,ATM,44.9,0
20,POS,43.1,0
7,ATM,41.2,0
7,ATM,48.2,0
21,POS,42.8,0
21,ATM,53.2,0
13,POS,40.3,1
18,POS,36.5,0
23,POS,57.3,0
22,Online,35.4,0
23,ATM,57.7,0
18,POS,54,0
15,Online,42.5,0
14,Online,27.3,0
18,POS,47.5,0
8,Online,51.9,0
7,ATM,52,0
23,Online,32.5,0
19,POS,52.3,0
9,ATM,56.6,0
23,Online,48,0
10,POS,55.8,0
10,ATM,36,0
18,Online,43.8,0
19,POS,35.9,0
17,Online,49.4,0
18,Online,43,0
14,ATM,43.6,0
22,Online,29.9,0
18,POS,66,0
22,ATM,38.2,0
12,Online,28.9,0
8,POS,47.9,0
